p,n_scc,largest_scc
0.025900, 25, 76
0.026000, 22, 79
0.026100, 10, 91
0.026200, 13, 88
0.026300, 13, 88
0.026400, 19, 82
0.026500, 13, 88
0.026600, 21, 80
0.026700, 13, 88
0.026800, 18, 83
0.026900, 17, 84
0.027000, 13, 88
0.027100, 15, 86
0.027200, 19, 82
0.027300, 16, 85
0.027400, 25, 76
0.027500, 17, 84
0.027600, 17, 84
0.027700, 14, 87
0.027800, 12, 89
0.027900, 10, 91
0.028000, 11, 90
0.028100, 15, 86
0.028200, 14, 87
0.028300, 14, 87
0.028400, 17, 84
0.028500, 19, 82
0.028600, 12, 89
0.028700, 7, 94
0.028800, 9, 92
0.028900, 12, 89
0.029000, 10, 91
0.029100, 14, 87
0.029200, 5, 96
0.029300, 19, 82
0.029400, 14, 87
0.029500, 12, 89
0.029600, 7, 94
0.029700, 14, 87
0.029800, 12, 89
0.029900, 19, 82
0.030000, 8, 93
0.030100, 10, 91
0.030200, 10, 91
0.030300, 20, 81
0.030400, 10, 91
0.030500, 9, 92
0.030600, 9, 92
0.030700, 13, 88
0.030800, 12, 89
0.030900, 5, 96
0.031000, 13, 88
0.031100, 7, 94
0.031200, 4, 97
0.031300, 8, 93
0.031400, 8, 93
0.031500, 9, 92
0.031600, 13, 88
0.031700, 11, 90
0.031800, 10, 91
0.031900, 16, 85
0.032000, 12, 89
0.032100, 12, 89
0.032200, 10, 91
0.032300, 9, 92
0.032400, 9, 92
0.032500, 14, 87
0.032600, 14, 87
0.032700, 6, 95
0.032800, 12, 88
0.032900, 7, 94
0.033000, 5, 96
0.033100, 12, 89
0.033200, 12, 89
0.033300, 8, 93
0.033400, 9, 92
0.033500, 8, 93
0.033600, 4, 97
0.033700, 7, 94
0.033800, 5, 96
0.033900, 12, 89
0.034000, 3, 98
0.034100, 12, 89
0.034200, 8, 93
0.034300, 6, 95
0.034400, 12, 89
0.034500, 8, 93
0.034600, 6, 95
0.034700, 1, 100
0.034800, 11, 90
0.034900, 11, 90
0.035000, 9, 92
0.035100, 8, 93
0.035200, 5, 96
0.035300, 6, 95
0.035400, 7, 94
0.035500, 8, 93
0.035600, 5, 96
0.035700, 11, 90
0.035800, 10, 91
0.035900, 4, 97
0.036000, 10, 90
0.036100, 1, 100
0.036200, 12, 89
0.036300, 5, 96
0.036400, 5, 96
0.036500, 8, 93
0.036600, 6, 95
0.036700, 5, 96
0.036800, 7, 94
0.036900, 3, 98
0.037000, 12, 89
0.037100, 5, 96
0.037200, 4, 97
0.037300, 7, 94
0.037400, 2, 99
0.037500, 3, 98
0.037600, 5, 96
0.037700, 7, 94
0.037800, 4, 97
0.037900, 6, 95
0.038000, 6, 95
0.038100, 8, 93
0.038200, 9, 92
0.038300, 1, 100
0.038400, 2, 99
0.038500, 6, 95
0.038600, 5, 96
0.038700, 3, 98
0.038800, 6, 95
0.038900, 6, 95
0.039000, 10, 91
0.039100, 6, 95
0.039200, 9, 92
0.039300, 6, 95
0.039400, 10, 91
0.039500, 4, 97
0.039600, 5, 96
0.039700, 6, 95
0.039800, 6, 95
0.039900, 3, 98
0.040000, 5, 96
0.040100, 6, 95
0.040200, 3, 98
0.040300, 2, 99
0.040400, 1, 100
0.040500, 5, 96
0.040600, 7, 94
0.040700, 5, 96
0.040800, 5, 96
0.040900, 4, 97
0.041000, 6, 95
0.041100, 7, 94
0.041200, 7, 94
0.041300, 5, 96
0.041400, 2, 99
0.041500, 1, 100
0.041600, 5, 96
0.041700, 4, 97
0.041800, 1, 100
0.041900, 1, 100
0.042000, 2, 99
0.042100, 1, 100
0.042200, 3, 98
0.042300, 5, 96
0.042400, 2, 99
0.042500, 3, 98
0.042600, 5, 96
0.042700, 4, 97
0.042800, 2, 99
0.042900, 3, 98
0.043000, 2, 99
0.043100, 2, 99
0.043200, 3, 98
0.043300, 5, 96
0.043400, 4, 97
0.043500, 1, 100
0.043600, 1, 100
0.043700, 1, 100
0.043800, 5, 96
0.043900, 1, 100
0.044000, 5, 96
0.044100, 4, 97
0.044200, 3, 98
0.044300, 2, 99
0.044400, 2, 99
0.044500, 7, 94
0.044600, 4, 97
0.044700, 5, 96
0.044800, 6, 95
0.044900, 6, 95
0.045000, 1, 100
0.045100, 2, 99
0.045200, 8, 93
0.045300, 5, 96
0.045400, 2, 99
0.045500, 3, 98
0.045600, 3, 98
0.045700, 2, 99
0.045800, 4, 97
0.045900, 2, 99
0.046000, 3, 98
0.046100, 4, 97
0.046200, 1, 100
0.046300, 1, 100
0.046400, 4, 97
0.046500, 5, 96
0.046600, 3, 98
0.046700, 4, 97
0.046800, 2, 99
0.046900, 3, 98
0.047000, 2, 99
0.047100, 2, 99
0.047200, 1, 100
0.047300, 1, 100
0.047400, 2, 99
0.047500, 3, 98
0.047600, 1, 100
0.047700, 3, 98
0.047800, 2, 99
0.047900, 3, 98
0.048000, 2, 99
0.048100, 2, 99
0.048200, 1, 100
0.048300, 1, 100
0.048400, 2, 99
0.048500, 3, 98
0.048600, 4, 97
0.048700, 4, 97
0.048800, 3, 98
0.048900, 1, 100
0.049000, 2, 99
0.049100, 3, 98
0.049200, 1, 100
0.049300, 3, 98
0.049400, 4, 97
0.049500, 4, 97
0.049600, 3, 98
0.049700, 2, 99
0.049800, 4, 97
0.049900, 1, 100
0.050000, 3, 98
0.050100, 2, 99
0.050200, 5, 96
0.050300, 2, 99
0.050400, 2, 99
0.050500, 1, 100
0.050600, 2, 99
0.050700, 2, 99
0.050800, 3, 98
0.050900, 1, 100
0.051000, 2, 99
0.051100, 4, 97
0.051200, 2, 99
0.051300, 3, 98
0.051400, 1, 100
0.051500, 2, 99
0.051600, 2, 99
0.051700, 2, 99
0.051800, 2, 99
0.051900, 1, 100
0.052000, 1, 100
0.052100, 1, 100
0.052200, 1, 100
0.052300, 3, 98
0.052400, 1, 100
0.052500, 1, 100
0.052600, 1, 100
0.052700, 3, 98
0.052800, 1, 100
0.052900, 2, 99
0.053000, 2, 99
0.053100, 1, 100
0.053200, 2, 99
0.053300, 1, 100
0.053400, 2, 99
0.053500, 1, 100
0.053600, 3, 98
0.053700, 1, 100
0.053800, 2, 99
0.053900, 1, 100
0.054000, 2, 99
0.054100, 1, 100
0.054200, 1, 100
0.054300, 2, 99
0.054400, 3, 98
0.054500, 2, 99
0.054600, 1, 100
0.054700, 3, 98
0.054800, 2, 99
0.054900, 1, 100
0.055000, 1, 100
0.055100, 1, 100
0.055200, 3, 98
0.055300, 1, 100
0.055400, 3, 98
0.055500, 2, 99
0.055600, 2, 99
0.055700, 1, 100
0.055800, 1, 100
0.055900, 1, 100
0.056000, 1, 100
0.056100, 4, 97
0.056200, 1, 100
0.056300, 3, 98
0.056400, 1, 100
0.056500, 3, 98
0.056600, 1, 100
0.056700, 1, 100
0.056800, 1, 100
0.056900, 2, 99
0.057000, 1, 100
0.057100, 1, 100
0.057200, 1, 100
0.057300, 1, 100
0.057400, 1, 100
0.057500, 1, 100
0.057600, 1, 100
0.057700, 1, 100
0.057800, 1, 100
0.057900, 2, 99
0.058000, 1, 100
0.058100, 1, 100
0.058200, 1, 100
0.058300, 2, 99
0.058400, 2, 99
0.058500, 1, 100
0.058600, 1, 100
0.058700, 1, 100
0.058800, 1, 100
0.058900, 1, 100
0.059000, 1, 100
0.059100, 2, 99
0.059200, 1, 100
0.059300, 1, 100
0.059400, 1, 100
0.059500, 1, 100
0.059600, 1, 100
0.059700, 3, 98
0.059800, 2, 99
0.059900, 1, 100
0.060000, 1, 100
0.060100, 1, 100
0.060200, 3, 98
0.060300, 1, 100
0.060400, 2, 99
0.060500, 1, 100
0.060600, 2, 99
0.060700, 1, 100
0.060800, 1, 100
0.060900, 1, 100
0.061000, 1, 100
0.061100, 1, 100
0.061200, 1, 100
0.061300, 2, 99
0.061400, 2, 99
0.061500, 1, 100
0.061600, 1, 100
0.061700, 1, 100
0.061800, 1, 100
0.061900, 1, 100
0.062000, 3, 98
0.062100, 2, 99
0.062200, 1, 100
0.062300, 1, 100
0.062400, 2, 98
0.062500, 1, 100
0.062600, 2, 99
0.062700, 1, 100
0.062800, 1, 100
0.062900, 1, 100
0.063000, 3, 98
0.063100, 1, 100
0.063200, 2, 99
0.063300, 1, 100
0.063400, 2, 99
0.063500, 1, 100
0.063600, 1, 100
0.063700, 1, 100
0.063800, 1, 100
0.063900, 1, 100
0.064000, 3, 98
0.064100, 1, 100
0.064200, 1, 100
0.064300, 1, 100
0.064400, 1, 100
0.064500, 1, 100
0.064600, 1, 100
0.064700, 2, 99
0.064800, 1, 100
0.064900, 1, 100
0.065000, 1, 100
0.065100, 2, 99
0.065200, 2, 99
0.065300, 1, 100
0.065400, 1, 100
0.065500, 1, 100
0.065600, 1, 100
0.065700, 1, 100
0.065800, 1, 100
0.065900, 1, 100
0.066000, 1, 100
0.066100, 1, 100
0.066200, 1, 100
0.066300, 1, 100
0.066400, 1, 100
0.066500, 1, 100
0.066600, 1, 100
0.066700, 1, 100
0.066800, 1, 100
0.066900, 2, 99
0.067000, 2, 99
0.067100, 1, 100
0.067200, 1, 100
0.067300, 1, 100
0.067400, 1, 100
0.067500, 2, 99
0.067600, 1, 100
0.067700, 1, 100
0.067800, 1, 100
0.067900, 1, 100
0.068000, 1, 100
0.068100, 1, 100
0.068200, 1, 100
0.068300, 1, 100
0.068400, 2, 99
0.068500, 1, 100
0.068600, 1, 100
0.068700, 2, 99
0.068800, 1, 100
0.068900, 1, 100
0.069000, 1, 100
0.069100, 1, 100
0.069200, 1, 100
0.069300, 1, 100
0.069400, 1, 100
0.069500, 1, 100
0.069600, 1, 100
0.069700, 1, 100
0.069800, 1, 100
0.069900, 2, 99
0.070000, 2, 99
0.070100, 1, 100
0.070200, 2, 99
0.070300, 1, 100
0.070400, 2, 99
0.070500, 1, 100
0.070600, 1, 100
0.070700, 1, 100
0.070800, 1, 100
0.070900, 1, 100
0.071000, 1, 100
0.071100, 1, 100
0.071200, 1, 100
0.071300, 1, 100
0.071400, 1, 100
0.071500, 1, 100
0.071600, 1, 100
0.071700, 1, 100
0.071800, 1, 100
0.071900, 2, 99
0.072000, 1, 100
0.072100, 1, 100
0.072200, 1, 100
0.072300, 2, 99
0.072400, 1, 100
0.072500, 1, 100
0.072600, 1, 100
0.072700, 1, 100
0.072800, 1, 100
0.072900, 2, 99
0.073000, 1, 100
0.073100, 1, 100
0.073200, 1, 100
0.073300, 1, 100
0.073400, 1, 100
0.073500, 1, 100
0.073600, 1, 100
0.073700, 1, 100
0.073800, 1, 100
0.073900, 1, 100
0.074000, 1, 100
0.074100, 1, 100
0.074200, 1, 100
0.074300, 1, 100
0.074400, 1, 100
0.074500, 1, 100
0.074600, 1, 100
0.074700, 2, 99
0.074800, 1, 100
0.074900, 1, 100
0.075000, 1, 100
0.075100, 1, 100
0.075200, 1, 100
0.075300, 1, 100
0.075400, 1, 100
0.075500, 1, 100
0.075600, 1, 100
0.075700, 1, 100
0.075800, 1, 100
0.075900, 1, 100
0.076000, 1, 100
0.076100, 1, 100
0.076200, 1, 100
0.076300, 1, 100
0.076400, 1, 100
0.076500, 1, 100
0.076600, 1, 100
0.076700, 1, 100
0.076800, 1, 100
0.076900, 1, 100
0.077000, 1, 100
0.077100, 1, 100
0.077200, 1, 100
0.077300, 1, 100
0.077400, 1, 100
0.077500, 1, 100
0.077600, 1, 100
0.077700, 1, 100
0.077800, 1, 100
0.077900, 1, 100
0.078000, 2, 99
0.078100, 1, 100
0.078200, 1, 100
0.078300, 1, 100
0.078400, 1, 100
0.078500, 1, 100
0.078600, 1, 100
0.078700, 2, 99
0.078800, 1, 100
0.078900, 1, 100
0.079000, 1, 100
0.079100, 1, 100
0.079200, 1, 100
0.079300, 1, 100
0.079400, 1, 100
0.079500, 1, 100
0.079600, 1, 100
0.079700, 1, 100
0.079800, 2, 99
0.079900, 1, 100
0.080000, 1, 100
0.080100, 1, 100
0.080200, 1, 100
0.080300, 1, 100
0.080400, 1, 100
0.080500, 1, 100
0.080600, 1, 100
0.080700, 1, 100
0.080800, 1, 100
0.080900, 1, 100
0.081000, 1, 100
0.081100, 1, 100
0.081200, 1, 100
0.081300, 1, 100
0.081400, 1, 100
0.081500, 1, 100
0.081600, 1, 100
0.081700, 1, 100
0.081800, 1, 100
0.081900, 1, 100
0.082000, 1, 100
0.082100, 1, 100
0.082200, 1, 100
0.082300, 1, 100
0.082400, 1, 100
0.082500, 1, 100
0.082600, 1, 100
0.082700, 1, 100
0.082800, 1, 100
0.082900, 2, 99
0.083000, 1, 100
0.083100, 1, 100
0.083200, 1, 100
0.083300, 1, 100
0.083400, 1, 100
0.083500, 1, 100
0.083600, 1, 100
0.083700, 1, 100
0.083800, 1, 100
0.083900, 1, 100
0.084000, 1, 100
0.084100, 1, 100
0.084200, 1, 100
0.084300, 1, 100
0.084400, 1, 100
0.084500, 1, 100
0.084600, 1, 100
0.084700, 1, 100
0.084800, 1, 100
0.084900, 1, 100
0.085000, 1, 100
0.085100, 1, 100
0.085200, 1, 100
0.085300, 1, 100
0.085400, 1, 100
0.085500, 1, 100
0.085600, 1, 100
0.085700, 1, 100
0.085800, 1, 100
0.085900, 1, 100
0.086000, 1, 100
0.086100, 1, 100
0.086200, 1, 100
0.086300, 1, 100
0.086400, 1, 100
0.086500, 1, 100
0.086600, 1, 100
0.086700, 1, 100
0.086800, 1, 100
0.086900, 1, 100
0.087000, 1, 100
0.087100, 1, 100
0.087200, 1, 100
0.087300, 1, 100
0.087400, 1, 100
0.087500, 1, 100
0.087600, 1, 100
0.087700, 1, 100
0.087800, 1, 100
0.087900, 1, 100
0.088000, 2, 99
0.088100, 1, 100
0.088200, 1, 100
0.088300, 1, 100
0.088400, 2, 99
0.088500, 1, 100
0.088600, 1, 100
0.088700, 1, 100
0.088800, 1, 100
0.088900, 1, 100
0.089000, 1, 100
0.089100, 1, 100
0.089200, 1, 100
0.089300, 1, 100
0.089400, 1, 100
0.089500, 1, 100
0.089600, 1, 100
0.089700, 1, 100
0.089800, 1, 100
0.089900, 1, 100
0.090000, 1, 100
0.090100, 1, 100
0.090200, 1, 100
0.090300, 1, 100
0.090400, 1, 100
0.090500, 1, 100
0.090600, 1, 100
0.090700, 1, 100
0.090800, 1, 100
0.090900, 1, 100
0.091000, 1, 100
0.091100, 1, 100
0.091200, 1, 100
0.091300, 1, 100
0.091400, 1, 100
0.091500, 1, 100
0.091600, 1, 100
0.091700, 1, 100
0.091800, 1, 100
0.091900, 1, 100
0.092000, 1, 100
0.092100, 1, 100
0.092200, 1, 100
0.092300, 1, 100
0.092400, 1, 100
0.092500, 1, 100
0.092600, 1, 100
0.092700, 1, 100
0.092800, 1, 100
0.092900, 1, 100
0.093000, 1, 100
0.093100, 1, 100
0.093200, 1, 100
0.093300, 1, 100
0.093400, 1, 100
0.093500, 1, 100
0.093600, 1, 100
0.093700, 1, 100
0.093800, 1, 100
0.093900, 1, 100
0.094000, 1, 100
0.094100, 1, 100
0.094200, 1, 100
0.094300, 1, 100
0.094400, 1, 100
0.094500, 1, 100
0.094600, 1, 100
0.094700, 1, 100
0.094800, 1, 100
0.094900, 1, 100
0.095000, 1, 100
0.095100, 1, 100
0.095200, 1, 100
0.095300, 1, 100
0.095400, 1, 100
0.095500, 1, 100
0.095600, 1, 100
0.095700, 1, 100
0.095800, 1, 100
0.095900, 1, 100
0.096000, 1, 100
0.096100, 1, 100
0.096200, 1, 100
0.096300, 1, 100
0.096400, 1, 100
0.096500, 1, 100
0.096600, 1, 100
0.096700, 1, 100
0.096800, 1, 100
0.096900, 1, 100
0.097000, 1, 100
0.097100, 1, 100
0.097200, 1, 100
0.097300, 1, 100
0.097400, 1, 100
0.097500, 1, 100
0.097600, 1, 100
0.097700, 1, 100
0.097800, 1, 100
0.097900, 1, 100
0.098000, 1, 100
0.098100, 1, 100
0.098200, 1, 100
0.098300, 1, 100
0.098400, 1, 100
0.098500, 1, 100
0.098600, 1, 100
0.098700, 1, 100
0.098800, 1, 100
0.098900, 1, 100
0.099000, 1, 100
0.099100, 1, 100
0.099200, 1, 100
0.099300, 1, 100
0.099400, 1, 100
0.099500, 1, 100
0.099600, 1, 100
0.099700, 1, 100
0.099800, 1, 100
0.099900, 1, 100
